date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:22:10	252/252	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Oct%202025%2000:22:09%20GMT	https://avianlifemillascol-shop.onrender.com/robots.txt		(from )
19:22:10	40527/40527	---M-Z	200	added ('OK')	text/html	etag:%229e4f-641557712a480-gzip%22	https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/index7778.html	(from )
19:22:11	737/737	---M--	200	added ('OK')	image/png	etag:%222e1-641557712a480%22	https://avianlifemillascol-shop.onrender.com/assets/favicon.png	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/assets/favicon.png	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:11	80966/80966	---M-Z	200	added ('OK')	text/css	etag:%2213c46-641557712a480-gzip%22	https://avianlifemillascol-shop.onrender.com/css/main.css	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/css/main.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:11	6907/6907	---M-Z	200	added ('OK')	text/css	etag:%221afb-641557712a480-gzip%22	https://avianlifemillascol-shop.onrender.com/css/normalize.css	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/css/normalize.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:11	19119/19119	---M-Z	200	added ('OK')	text/css	etag:W/%224aaf-trtrgeLH0pZdlRkVAVOQMcBVH4A%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.css	C:/Mis%20lugares%20Web/avianca%20onrender/cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:12	298/298	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Oct%202025%2000:22:12%20GMT	https://avianlifemillascol-shop.onrender.com/dist/ie.css	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/dist/ie.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:12	298/298	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Oct%202025%2000:22:12%20GMT	https://avianlifemillascol-shop.onrender.com/dist/plugins/confirmDate/confirmDate.css	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/dist/plugins/confirmDate/confirmDate.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:13	298/298	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Oct%202025%2000:22:12%20GMT	https://avianlifemillascol-shop.onrender.com/dist/plugins/monthSelect/style.css	C:/Mis%20lugares%20Web/avianca%20onrender/avianlifemillascol-shop.onrender.com/dist/plugins/monthSelect/style.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
19:22:13	16166/16166	---M-Z	200	added ('OK')	text/css	etag:W/%223f26-J8BN8VjBcy9mnostEH/TFP6t00A%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.min.css	C:/Mis%20lugares%20Web/avianca%20onrender/cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.min.css	(from https://avianlifemillascol-shop.onrender.com/?fbclid=IwdGRjcANfvMhleHRuA2FlbQEwAGFkaWQBqylYQ-GcsQEeAJVp1fr01pQnykfd5d_NJjID01qIKC65sYikkXR0_gRyz3jLuAAqdvNwbh4_aem_YYXZZq8qQczLbUkx2tPo9g&utm_medium=paid&utm_source=fb&utm_id=120235246986770161&utm_content=120235246986910161&utm_term=120235246986850161&utm_campaign=120235246986770161)
